month,year,total_inflow_volume_inr,inflow_transaction_count,average_ticket_size_inr,total_outflow_volume_inr,outflow_transaction_count,unique_counterparties_in,failed_transaction_rate_pct,business_id
02,2025,4544431.45,402,11304.56,2564819.2,325,276,0.64,MSME_152052205
03,2025,3402016.72,245,13885.78,1957382.8,197,139,1.01,MSME_152052205
04,2025,4199136.7,567,7405.88,3334719.75,461,285,1.5,MSME_152052205
05,2025,2568572.46,193,13308.67,1455930.36,186,91,0.81,MSME_152052205
06,2025,3673103.63,273,13454.59,2186231.08,250,165,1.7,MSME_152052205
07,2025,2357418.36,342,6893.04,1599641.07,282,140,1.02,MSME_152052205
08,2025,3712520.82,4875,761.54,2894639.7,5323,3239,1.38,MSME_152052205
09,2025,3176411.59,253,12554.99,2273145.42,263,146,1.3,MSME_152052205
10,2025,3071452.37,208,14766.6,1710439.69,166,113,1.15,MSME_152052205
11,2025,2685130.03,182,14753.46,2089651.95,168,78,0.35,MSME_152052205
12,2025,2871811.41,213,13482.68,2067653.6,237,142,2.61,MSME_152052205
01,2026,3725628.06,400,9314.07,2583162.71,402,208,2.27,MSME_152052205
02,2026,3363387.37,278,12098.52,2538372.42,304,100,2.34,MSME_152052205
03,2026,3755996.87,1999,1878.94,2622290.75,2037,1366,1.62,MSME_152052205
04,2026,2534831.74,171,14823.58,1482030.51,191,61,1.26,MSME_152052205
05,2026,2323951.14,209,11119.38,1797519.79,215,63,1.96,MSME_152052205
06,2026,2975825.06,1694,1756.69,1725864.81,1708,560,2.83,MSME_152052205
07,2024,3055775.58,230,13285.98,1718365.28,207,105,0.14,MSME_049969315
08,2024,3476806.67,411,8459.38,2580867.22,341,273,2.73,MSME_049969315
09,2024,2702717.6,279,9687.16,1931778.81,250,135,2.6,MSME_049969315
10,2024,3316533.09,1415,2343.84,2122828.05,1237,807,0.83,MSME_049969315
11,2024,2775074.47,585,4743.72,1567163.47,518,181,0.43,MSME_049969315
12,2024,3547083.62,356,9963.72,2191005.24,389,248,0.58,MSME_049969315
01,2025,3373050.73,494,6828.04,2422643.11,458,168,1.86,MSME_049969315
02,2025,3785580.92,280,13519.93,3010369.13,249,154,1.76,MSME_049969315
03,2025,3743266.8,304,12313.38,2813857.98,346,173,1.47,MSME_049969315
04,2025,3579233.23,321,11150.26,2429473.49,334,124,1.46,MSME_049969315
05,2025,2693426.97,990,2720.63,1785734.45,1097,497,2.16,MSME_049969315
06,2025,2598450.17,513,5065.21,1825256.26,436,210,2.58,MSME_049969315
07,2025,2778318.26,1277,2175.66,1734062.48,1063,474,2.61,MSME_049969315
08,2025,3423712.87,490,6987.17,2724883.18,483,260,0.18,MSME_049969315
09,2025,3524542.95,269,13102.39,2646190.47,288,178,1.4,MSME_049969315
10,2025,2766377.57,209,13236.26,1615095.1,205,91,1.77,MSME_049969315
11,2025,3241416.83,1177,2753.97,2559353.94,1388,791,2.96,MSME_049969315
12,2025,2765630.01,198,13967.83,1477214.03,215,71,2.03,MSME_049969315
01,2026,4118055.49,557,7393.28,2144203.09,476,232,0.23,MSME_049969315
02,2026,3723366.22,263,14157.29,2426355.62,308,128,2.31,MSME_049969315
03,2026,3589222.74,278,12910.87,2009247.39,307,94,0.25,MSME_049969315
04,2026,2738045.22,186,14720.67,1908364.15,153,129,2.97,MSME_049969315
05,2026,2901463.26,244,11891.24,2098364.35,243,163,1.7,MSME_049969315
06,2026,3344984.22,251,13326.63,1898631.43,252,166,2.27,MSME_049969315
07,2024,3152841.61,633,4980.79,1809566.31,525,372,0.67,MSME_255203511
08,2024,3465886.11,266,13029.65,2077808.05,306,147,2.99,MSME_255203511
09,2024,5283701.94,1250,4226.96,2693614.27,1158,650,1.81,MSME_255203511
10,2024,3760912.55,443,8489.64,2856880.84,490,289,0.5,MSME_255203511
11,2024,5142067.7,342,15035.29,3212315.57,385,114,2.48,MSME_255203511
12,2024,3192097.66,1866,1710.66,1696902.63,1849,1259,1.6,MSME_255203511
01,2025,5109305.62,1090,4687.44,4080119.43,1142,756,0.6,MSME_255203511
02,2025,4496098.21,6881,653.41,2757269.43,7507,3525,2.38,MSME_255203511
03,2025,3998097.66,277,14433.57,2053964.93,249,174,1.59,MSME_255203511
04,2025,4492483.19,1414,3177.15,2277462.65,1372,791,1.36,MSME_255203511
05,2025,4510996.26,509,8862.47,2277219.71,484,245,0.31,MSME_255203511
06,2025,5628443.17,523,10761.84,3180818.51,603,244,1.37,MSME_255203511
07,2025,3999854.79,697,5738.67,2035119.84,676,483,2.84,MSME_255203511
08,2025,3596553.16,260,13832.9,1930823.56,291,106,1.05,MSME_255203511
09,2025,4925078.37,666,7395.01,3252022.28,549,202,1.92,MSME_255203511
10,2025,3675739.77,1158,3174.21,1915219.25,1181,562,2.3,MSME_255203511
11,2025,3445763.24,1169,2947.62,2495664.73,1135,790,2.51,MSME_255203511
12,2025,4354317.06,307,14183.44,3073177.01,351,126,1.06,MSME_255203511
01,2026,2896144.44,451,6421.61,1776258.4,402,136,2.95,MSME_255203511
02,2026,4606254.0,905,5089.78,2972068.0,866,277,2.37,MSME_255203511
03,2026,4055488.4,6811,595.43,2034902.07,7089,3105,2.94,MSME_255203511
04,2026,3329187.0,568,5861.24,1930237.98,558,312,0.94,MSME_255203511
05,2026,5429478.67,374,14517.32,3462142.31,444,209,1.7,MSME_255203511
06,2026,5078838.2,1143,4443.43,2719631.58,1103,378,1.29,MSME_255203511
07,2024,1622777.04,165,9835.01,1230401.62,156,85,2.08,MSME_216269103
08,2024,1585417.56,344,4608.77,1235890.24,382,148,0.46,MSME_216269103
09,2024,2240120.94,193,11606.84,1544451.63,176,110,1.61,MSME_216269103
10,2024,2216134.56,311,7125.83,1177581.94,272,130,1.59,MSME_216269103
11,2024,1522784.19,157,9699.26,1145601.89,146,65,0.15,MSME_216269103
12,2024,2313010.84,261,8862.11,1639062.56,212,140,1.15,MSME_216269103
01,2025,1886809.32,1116,1690.69,1394581.73,918,403,2.95,MSME_216269103
02,2025,2298700.28,841,2733.29,1190835.22,1008,284,1.74,MSME_216269103
03,2025,2200365.04,230,9566.8,1482319.69,215,153,2.58,MSME_216269103
04,2025,1997356.37,192,10402.9,1019428.01,162,80,1.99,MSME_216269103
05,2025,2309610.63,158,14617.79,1522186.76,178,93,1.02,MSME_216269103
06,2025,1583844.36,1193,1327.61,1039233.63,1129,551,1.11,MSME_216269103
07,2025,2247077.02,158,14222.01,1691115.64,161,55,1.32,MSME_216269103
08,2025,2223044.53,280,7939.44,1372755.67,272,131,0.77,MSME_216269103
09,2025,1772649.63,422,4200.59,1269393.78,390,225,1.92,MSME_216269103
10,2025,1658258.86,112,14805.88,1208376.37,119,52,1.46,MSME_216269103
11,2025,1768236.3,195,9067.88,1250859.06,223,134,2.26,MSME_216269103
12,2025,2510978.3,578,4344.25,1511952.62,643,234,1.27,MSME_216269103
01,2026,1828966.25,125,14631.73,1129586.89,114,79,1.89,MSME_216269103
02,2026,2564961.3,175,14656.92,1653114.22,200,109,2.69,MSME_216269103
03,2026,1983320.24,208,9535.19,1244119.99,182,67,2.52,MSME_216269103
04,2026,2620313.38,806,3251.01,1705942.33,886,333,1.18,MSME_216269103
05,2026,1938976.79,165,11751.37,981466.39,166,90,1.51,MSME_216269103
06,2026,2315147.12,156,14840.69,1296897.46,151,74,2.69,MSME_216269103
07,2024,1979957.12,184,10760.64,1480312.5,198,73,0.34,MSME_071786148
08,2024,2103125.97,258,8151.65,1472899.32,243,124,1.63,MSME_071786148
09,2024,2438224.79,387,6300.32,1701023.58,457,222,2.78,MSME_071786148
10,2024,2285960.61,660,3463.58,1249496.64,661,446,1.67,MSME_071786148
11,2024,2100422.78,1262,1664.36,1127539.37,1104,583,2.87,MSME_071786148
12,2024,2025346.55,200,10126.73,1607741.36,208,129,2.46,MSME_071786148
01,2025,2189707.82,181,12097.83,1440594.8,153,65,1.76,MSME_071786148
02,2025,2335268.12,279,8370.14,1810053.51,264,153,2.14,MSME_071786148
03,2025,1812099.45,295,6142.71,1432325.12,242,132,2.16,MSME_071786148
04,2025,1762271.9,222,7938.16,1082145.16,237,69,0.19,MSME_071786148
05,2025,2320925.45,1730,1341.58,1638370.4,2055,669,2.75,MSME_071786148
06,2025,2661953.09,325,8190.62,1986204.11,293,206,2.82,MSME_071786148
07,2025,1758489.96,269,6537.14,1214685.17,227,82,1.94,MSME_071786148
08,2025,1702901.94,599,2842.91,1120766.32,619,198,2.9,MSME_071786148
09,2025,1923517.4,158,12174.16,1372659.3,183,89,2.63,MSME_071786148
10,2025,2480340.83,187,13263.85,1270389.98,211,63,2.28,MSME_071786148
11,2025,1860291.0,169,11007.64,1131895.37,139,104,2.44,MSME_071786148
12,2025,1796948.33,884,2032.75,1399259.94,1034,584,2.14,MSME_071786148
01,2026,2738897.3,192,14265.09,1798779.29,221,112,1.44,MSME_071786148
02,2026,2274655.28,1262,1802.42,1775915.02,1075,875,2.51,MSME_071786148
03,2026,2034760.87,502,4053.31,1363622.61,481,203,1.74,MSME_071786148
04,2026,2602859.9,219,11885.21,1716333.73,206,122,1.57,MSME_071786148
05,2026,2391518.28,532,4495.34,1717551.58,514,278,0.72,MSME_071786148
06,2026,2097183.94,187,11214.89,1620781.9,191,116,0.36,MSME_071786148
07,2024,2892636.44,791,3656.94,1987164.1,894,483,1.41,MSME_017283554
08,2024,2997102.03,5422,552.77,2146139.92,4880,3359,2.27,MSME_017283554
09,2024,2458299.1,761,3230.35,1766797.94,883,449,1.49,MSME_017283554
10,2024,2189513.59,154,14217.62,1573084.47,145,69,2.89,MSME_017283554
11,2024,3341783.62,3565,937.39,2652445.07,3830,2178,2.37,MSME_017283554
12,2024,2725737.75,646,4219.41,1676783.6,702,364,0.67,MSME_017283554
01,2025,2401639.51,160,15010.25,1247868.59,187,58,0.63,MSME_017283554
02,2025,3015907.78,341,8844.3,2341077.08,333,206,2.16,MSME_017283554
03,2025,2043291.58,452,4520.56,1381331.73,537,301,2.8,MSME_017283554
04,2025,3291082.07,745,4417.56,2252909.55,774,273,1.2,MSME_017283554
05,2025,2965132.48,453,6545.55,1718440.12,535,164,1.37,MSME_017283554
06,2025,2816298.39,220,12801.36,1913015.62,228,131,2.8,MSME_017283554
07,2025,3216590.78,4185,768.6,2193673.75,3744,2550,2.06,MSME_017283554
08,2025,3105016.74,626,4960.09,2092642.36,712,286,1.13,MSME_017283554
09,2025,2905146.99,223,13027.56,2211097.1,250,142,0.91,MSME_017283554
10,2025,3788927.47,658,5758.25,2656524.73,533,208,2.73,MSME_017283554
11,2025,3650811.8,797,4580.69,2908513.54,872,332,0.3,MSME_017283554
12,2025,2922457.2,232,12596.8,2022321.41,227,73,1.48,MSME_017283554
01,2026,2632153.79,321,8199.86,1562461.62,322,213,2.15,MSME_017283554
02,2026,3772343.93,505,7469.99,2665308.78,412,164,1.32,MSME_017283554
03,2026,2944075.25,287,10258.1,1658640.46,335,178,0.87,MSME_017283554
04,2026,3255310.36,636,5118.41,2074479.8,561,342,2.57,MSME_017283554
05,2026,3027832.23,433,6992.68,2289283.35,494,299,2.6,MSME_017283554
06,2026,3890917.66,265,14682.71,2998119.49,300,140,0.15,MSME_017283554
07,2024,3061511.88,1108,2763.1,2189640.17,1082,614,0.99,MSME_997642445
08,2024,2460448.42,262,9391.02,1882424.66,210,164,2.31,MSME_997642445
09,2024,2415417.17,540,4472.99,1773869.3,576,254,1.81,MSME_997642445
10,2024,2324049.17,1105,2103.21,1741890.19,891,713,0.33,MSME_997642445
11,2024,2576941.84,268,9615.45,1807771.36,302,136,0.1,MSME_997642445
12,2024,2644726.67,4908,538.86,1367206.51,4825,2343,1.13,MSME_997642445
01,2025,2618393.61,465,5630.95,1490842.06,486,178,0.69,MSME_997642445
02,2025,2426852.99,445,5453.6,1773899.99,498,161,0.26,MSME_997642445
03,2025,3065586.96,259,11836.24,2295219.23,241,148,1.06,MSME_997642445
04,2025,2466571.74,289,8534.85,1376217.93,327,126,2.38,MSME_997642445
05,2025,2695244.54,266,10132.5,2056710.43,284,142,2.19,MSME_997642445
06,2025,2411496.54,2386,1010.69,1878323.29,2507,1489,0.5,MSME_997642445
07,2025,3535636.33,469,7538.67,1983801.49,524,218,1.98,MSME_997642445
08,2025,2906059.78,355,8186.08,1872157.7,307,203,1.3,MSME_997642445
09,2025,3083043.34,345,8936.36,2304478.54,304,193,1.74,MSME_997642445
10,2025,3043661.61,687,4430.37,1699582.81,556,261,2.09,MSME_997642445
11,2025,3377445.02,268,12602.41,2140991.86,225,150,1.42,MSME_997642445
12,2025,3501695.88,419,8357.27,2728793.62,488,227,2.6,MSME_997642445
01,2026,2723811.85,265,10278.54,1817030.21,274,93,1.2,MSME_997642445
02,2026,2680190.3,1619,1655.46,1804069.13,1836,642,2.24,MSME_997642445
03,2026,3574595.08,596,5997.64,2038222.08,622,393,1.01,MSME_997642445
04,2026,3130867.2,235,13322.84,1972616.09,193,151,2.64,MSME_997642445
05,2026,3334915.41,387,8617.35,2412022.76,365,176,1.19,MSME_997642445
06,2026,2757680.8,193,14288.5,1789896.54,179,83,2.08,MSME_997642445
07,2024,1330686.0,107,12436.32,711307.98,90,44,2.66,MSME_052402663
08,2024,1472881.59,108,13637.79,1042565.08,95,46,0.45,MSME_052402663
09,2024,1695806.02,235,7216.2,1059428.1,233,149,1.5,MSME_052402663
10,2024,1582899.92,208,7610.1,992926.15,200,142,2.7,MSME_052402663
11,2024,1443958.16,121,11933.54,1064709.9,115,60,0.21,MSME_052402663
12,2024,1782758.27,2480,718.85,1274653.12,2278,1371,2.49,MSME_052402663
01,2025,1564122.17,122,12820.67,1101455.3,137,39,1.62,MSME_052402663
02,2025,1651382.88,450,3669.74,876819.83,502,273,2.28,MSME_052402663
03,2025,1588882.47,204,7788.64,1214824.39,205,91,1.86,MSME_052402663
04,2025,1392116.97,366,3803.6,1110542.91,413,129,1.23,MSME_052402663
05,2025,1657438.25,196,8456.32,951362.1,204,118,0.73,MSME_052402663
06,2025,1558818.27,1755,888.22,1238756.02,1828,1108,2.74,MSME_052402663
07,2025,1490699.78,344,4333.43,781118.46,368,209,0.97,MSME_052402663
08,2025,1808517.53,129,14019.52,1217236.19,105,62,1.51,MSME_052402663
09,2025,1628297.0,150,10855.31,1047634.97,163,84,2.39,MSME_052402663
10,2025,1377132.49,199,6920.26,1001943.09,230,85,0.55,MSME_052402663
11,2025,1614152.87,114,14159.24,1076507.83,131,47,2.2,MSME_052402663
12,2025,1753870.44,186,9429.41,1033584.15,175,122,1.09,MSME_052402663
01,2026,2037671.82,1859,1096.11,1619922.87,1937,1004,0.41,MSME_052402663
02,2026,1885607.97,159,11859.17,1479357.17,132,107,1.36,MSME_052402663
03,2026,1716204.22,120,14301.7,860910.25,118,83,2.19,MSME_052402663
04,2026,2019706.85,279,7239.09,1473748.33,229,171,2.14,MSME_052402663
05,2026,2079073.86,153,13588.72,1468346.88,127,70,1.68,MSME_052402663
06,2026,2039322.4,376,5423.73,1221898.3,431,172,1.9,MSME_052402663
07,2024,2984967.03,210,14214.13,1546809.38,208,134,0.66,MSME_301906867
08,2024,3669648.13,614,5976.63,2517283.76,681,308,0.14,MSME_301906867
09,2024,2134579.31,379,5632.14,1238137.17,400,244,1.71,MSME_301906867
10,2024,4237822.78,338,12537.94,2303479.99,327,172,0.14,MSME_301906867
11,2024,3870029.39,653,5926.54,3063461.75,718,371,0.87,MSME_301906867
12,2024,3203847.06,274,11692.87,2500292.05,266,106,0.48,MSME_301906867
01,2025,3412536.47,384,8886.81,2372351.83,333,227,1.87,MSME_301906867
02,2025,3125218.96,312,10016.73,2480446.17,369,102,2.28,MSME_301906867
03,2025,3679855.38,864,4259.09,2015010.02,879,549,1.32,MSME_301906867
04,2025,3227761.59,816,3955.59,1855721.58,714,263,2.84,MSME_301906867
05,2025,2632281.86,2085,1262.49,1829905.38,2222,1322,0.29,MSME_301906867
06,2025,3063746.96,679,4512.15,1588744.25,788,366,2.39,MSME_301906867
07,2025,2936266.83,2486,1181.12,2099757.39,2405,1156,0.52,MSME_301906867
08,2025,2597061.04,2020,1285.67,1878179.63,2295,1139,1.72,MSME_301906867
09,2025,2989839.9,231,12943.03,2272060.2,207,75,2.27,MSME_301906867
10,2025,3838628.5,709,5414.14,2004690.85,640,261,2.94,MSME_301906867
11,2025,2236090.94,315,7098.7,1336390.57,325,123,0.75,MSME_301906867
12,2025,2791153.71,276,10112.88,1841129.03,279,190,2.53,MSME_301906867
01,2026,3102755.58,466,6658.27,1976162.86,476,156,0.7,MSME_301906867
02,2026,2738346.74,1300,2106.42,1780015.68,1352,685,0.26,MSME_301906867
03,2026,3030126.07,631,4802.1,2063155.1,671,368,2.81,MSME_301906867
04,2026,2464243.31,2683,918.47,1842536.4,3147,1078,1.67,MSME_301906867
05,2026,2642215.74,571,4627.35,2100985.11,498,173,0.59,MSME_301906867
06,2026,2535543.17,169,15003.21,1979255.2,186,89,0.59,MSME_301906867
07,2024,3368645.09,235,14334.66,2028971.95,199,118,0.67,MSME_512947230
08,2024,3706183.62,574,6456.77,2606218.6,643,203,2.59,MSME_512947230
09,2024,2521863.96,702,3592.4,1543500.38,604,215,0.18,MSME_512947230
10,2024,3333136.27,241,13830.44,1721185.58,284,102,0.41,MSME_512947230
11,2024,3159884.96,315,10031.38,1696195.9,353,201,2.49,MSME_512947230
12,2024,3222295.84,653,4934.6,1935567.76,588,361,1.03,MSME_512947230
01,2025,3969420.69,373,10641.88,2041066.6,385,165,0.81,MSME_512947230
02,2025,2731850.82,297,9198.15,2020663.64,252,181,1.14,MSME_512947230
03,2025,2809957.19,795,3534.54,2087211.61,944,406,0.38,MSME_512947230
04,2025,2909930.41,354,8220.14,2188771.2,424,205,2.2,MSME_512947230
05,2025,3385620.27,532,6363.95,2343230.8,523,217,2.07,MSME_512947230
06,2025,1997356.87,197,10138.87,1431678.88,178,60,2.39,MSME_512947230
07,2025,4327525.62,328,13193.68,3010990.88,319,194,2.69,MSME_512947230
08,2025,3402382.64,1514,2247.28,2383782.12,1721,573,2.89,MSME_512947230
09,2025,3495891.83,384,9103.88,2262451.94,415,139,1.74,MSME_512947230
10,2025,3306565.47,1809,1827.84,2031564.88,2076,816,1.31,MSME_512947230
11,2025,2112440.91,346,6105.32,1577321.19,378,191,1.05,MSME_512947230
12,2025,2800865.8,959,2920.61,2054162.8,854,453,0.29,MSME_512947230
01,2026,4193105.72,3025,1386.15,3160709.04,3048,1887,0.96,MSME_512947230
02,2026,3112644.82,292,10659.74,1989097.58,291,177,0.66,MSME_512947230
03,2026,4016767.25,457,8789.43,2749312.52,443,193,2.62,MSME_512947230
04,2026,2400881.51,914,2626.79,1778033.93,809,426,0.83,MSME_512947230
05,2026,4376106.32,2906,1505.89,2981809.21,3273,1509,0.1,MSME_512947230
06,2026,4052685.56,398,10182.63,2618062.0,409,162,0.84,MSME_512947230
07,2024,1147381.82,271,4233.88,785029.46,293,168,2.21,MSME_313205261
08,2024,698243.03,97,7198.38,473761.96,85,67,2.24,MSME_313205261
09,2024,935500.93,569,1644.11,646825.1,675,241,2.15,MSME_313205261
10,2024,1285772.7,119,10804.81,659666.05,142,60,0.34,MSME_313205261
11,2024,1081322.9,114,9485.29,849500.06,120,61,2.48,MSME_313205261
12,2024,1004930.28,227,4427.01,569502.54,240,109,0.68,MSME_313205261
01,2025,1045458.61,97,10777.92,717288.88,97,53,2.0,MSME_313205261
02,2025,1272632.65,358,3554.84,787889.95,387,204,0.75,MSME_313205261
03,2025,1144524.53,117,9782.26,893143.25,95,59,1.31,MSME_313205261
04,2025,1326451.09,485,2734.95,790690.4,463,310,1.98,MSME_313205261
05,2025,1020878.66,73,13984.64,560674.32,59,45,1.47,MSME_313205261
06,2025,1129237.74,111,10173.31,802913.63,99,66,1.09,MSME_313205261
07,2025,1366909.25,223,6129.64,750932.88,180,83,0.74,MSME_313205261
08,2025,1402313.75,299,4690.01,998915.76,352,100,2.74,MSME_313205261
09,2025,1186393.39,119,9969.69,719110.54,115,67,0.27,MSME_313205261
10,2025,1189137.76,817,1455.49,646960.36,922,357,1.64,MSME_313205261
11,2025,1217283.84,175,6955.91,818684.52,186,77,2.37,MSME_313205261
12,2025,969290.78,111,8732.35,588432.1,132,48,2.04,MSME_313205261
01,2026,1344506.55,349,3852.45,1042877.23,405,120,1.41,MSME_313205261
02,2026,1071635.49,351,3053.09,648008.6,382,116,2.38,MSME_313205261
03,2026,1500353.73,142,10565.87,889617.26,147,47,1.23,MSME_313205261
04,2026,1267257.52,107,11843.53,828935.0,117,52,2.53,MSME_313205261
05,2026,1142650.92,110,10387.74,895759.88,129,66,2.64,MSME_313205261
06,2026,1158188.99,120,9651.57,633526.12,106,71,0.46,MSME_313205261
07,2024,4247762.21,533,7969.54,3392151.92,611,234,0.5,MSME_116966367
08,2024,3367308.69,935,3601.4,2535467.2,883,598,0.48,MSME_116966367
09,2024,3992134.49,635,6286.83,3189539.69,574,355,2.4,MSME_116966367
10,2024,3947437.48,1074,3675.45,3125893.42,1126,426,1.01,MSME_116966367
11,2024,4099257.42,385,10647.42,2388634.39,379,219,2.04,MSME_116966367
12,2024,3553165.58,360,9869.9,2502974.88,360,221,2.73,MSME_116966367
01,2025,4604160.0,985,4674.27,2344508.82,1073,643,2.94,MSME_116966367
02,2025,3385467.06,1316,2572.54,1803575.23,1092,403,2.06,MSME_116966367
03,2025,3833792.21,655,5853.12,2507433.86,773,280,0.84,MSME_116966367
04,2025,3384769.22,678,4992.28,2544376.75,804,356,2.35,MSME_116966367
05,2025,3880749.36,5531,701.64,2927621.66,4874,2349,1.45,MSME_116966367
06,2025,4042192.3,3122,1294.74,2426225.17,3346,2088,1.64,MSME_116966367
07,2025,4321670.12,1232,3507.85,2799660.08,1246,543,0.95,MSME_116966367
08,2025,4670135.95,487,9589.6,3557372.45,546,283,0.58,MSME_116966367
09,2025,3659586.4,363,10081.51,2619169.09,420,233,0.27,MSME_116966367
10,2025,3579422.34,345,10375.14,2525661.45,348,197,2.55,MSME_116966367
11,2025,4575841.26,662,6912.15,2710292.17,731,203,0.52,MSME_116966367
12,2025,4663929.61,413,11292.81,2708880.09,397,218,2.2,MSME_116966367
01,2026,3869230.46,320,12091.35,2272098.79,275,114,2.7,MSME_116966367
02,2026,4643493.91,2115,2195.51,3674937.42,2228,1334,1.23,MSME_116966367
03,2026,3818971.23,365,10462.93,2662449.08,297,233,0.18,MSME_116966367
04,2026,4853893.28,722,6722.84,3800909.39,740,484,0.26,MSME_116966367
05,2026,4368922.93,306,14277.53,2512764.72,305,102,1.48,MSME_116966367
06,2026,4211265.1,291,14471.7,2236064.01,346,199,2.52,MSME_116966367
07,2024,2428017.69,173,14034.78,1801955.22,207,113,2.94,MSME_709242464
08,2024,2410597.02,357,6752.37,1358157.5,391,174,0.2,MSME_709242464
09,2024,2064603.33,354,5832.21,1455787.89,346,194,0.34,MSME_709242464
10,2024,2083502.9,3272,636.77,1612407.21,3751,1181,2.31,MSME_709242464
11,2024,2250894.59,292,7708.54,1139643.18,272,124,0.35,MSME_709242464
12,2024,2034681.47,1000,2034.68,1475427.37,1086,511,1.86,MSME_709242464
01,2025,2888208.88,268,10776.9,2033640.44,237,156,2.06,MSME_709242464
02,2025,1894022.58,276,6862.4,1493674.94,233,189,1.7,MSME_709242464
03,2025,2509317.7,1558,1610.6,1961737.14,1333,683,2.71,MSME_709242464
04,2025,1945706.15,2275,855.26,1130905.97,2264,1045,1.14,MSME_709242464
05,2025,2514736.27,1020,2465.43,1793815.55,1080,552,1.4,MSME_709242464
06,2025,2287092.1,502,4555.96,1570861.61,423,289,1.06,MSME_709242464
07,2025,1934806.0,974,1986.45,1272336.81,1034,299,2.83,MSME_709242464
08,2025,2550497.19,337,7568.24,1899902.98,310,223,0.11,MSME_709242464
09,2025,2022388.39,409,4944.71,1589390.21,424,250,0.83,MSME_709242464
10,2025,2024422.33,234,8651.38,1429158.23,204,117,2.88,MSME_709242464
11,2025,2018999.74,141,14319.15,1608742.36,116,85,1.55,MSME_709242464
12,2025,2624919.99,274,9580.0,1759920.77,289,127,1.52,MSME_709242464
01,2026,2586172.53,1506,1717.25,1334134.3,1387,922,1.05,MSME_709242464
02,2026,2561206.26,196,13067.38,1384257.87,219,114,2.01,MSME_709242464
03,2026,2642888.74,366,7221.01,1476610.61,391,110,0.69,MSME_709242464
04,2026,2745899.82,275,9985.09,2026279.89,294,161,1.42,MSME_709242464
05,2026,1904049.0,136,14000.36,1057607.59,122,53,2.71,MSME_709242464
06,2026,2586037.26,4524,571.63,2053224.53,5167,3101,1.15,MSME_709242464
07,2024,727243.41,228,3189.66,462097.62,237,101,2.22,MSME_193196120
08,2024,530670.07,98,5415.0,302272.92,101,64,1.73,MSME_193196120
09,2024,603852.88,67,9012.73,337706.81,76,27,1.2,MSME_193196120
10,2024,562567.88,78,7212.41,368040.38,86,35,0.52,MSME_193196120
11,2024,591734.37,122,4850.28,299318.48,125,74,1.4,MSME_193196120
12,2024,582647.81,58,10045.65,463442.92,68,19,0.44,MSME_193196120
01,2025,800704.72,60,13345.08,503973.68,56,23,1.48,MSME_193196120
02,2025,482585.19,61,7911.23,338698.27,70,35,2.4,MSME_193196120
03,2025,615677.97,42,14659.0,341717.41,39,25,1.58,MSME_193196120
04,2025,594009.59,57,10421.22,417577.76,62,33,2.86,MSME_193196120
05,2025,700353.74,71,9864.14,382211.62,66,23,2.84,MSME_193196120
06,2025,609147.15,101,6031.16,352007.94,116,56,0.45,MSME_193196120
07,2025,611342.23,112,5458.41,357579.99,115,58,0.2,MSME_193196120
08,2025,719106.27,48,14981.38,423206.69,56,30,2.75,MSME_193196120
09,2025,600358.39,105,5717.7,346999.85,110,59,2.83,MSME_193196120
10,2025,558421.93,54,10341.15,398787.97,57,25,2.44,MSME_193196120
11,2025,918563.21,145,6334.92,499303.64,136,52,0.9,MSME_193196120
12,2025,872801.5,68,12835.32,526205.51,62,35,1.18,MSME_193196120
01,2026,541872.18,47,11529.2,416704.21,50,25,2.02,MSME_193196120
02,2026,408492.89,60,6808.21,249597.34,67,41,2.81,MSME_193196120
03,2026,636260.88,73,8715.9,499758.36,59,41,1.06,MSME_193196120
04,2026,638438.32,526,1213.76,465381.05,516,242,0.58,MSME_193196120
05,2026,841398.08,130,6472.29,477444.08,109,56,1.65,MSME_193196120
06,2026,577701.92,77,7502.62,322393.63,83,24,0.77,MSME_193196120
07,2024,3449054.66,302,11420.71,2576310.2,353,162,2.35,MSME_170699942
08,2024,4025595.05,370,10879.99,2807908.58,334,176,0.83,MSME_170699942
09,2024,3542554.02,874,4053.27,2255624.33,954,576,1.89,MSME_170699942
10,2024,3873725.58,1628,2379.44,2618471.03,1471,805,2.42,MSME_170699942
11,2024,3810390.53,377,10107.14,2232607.66,428,239,1.48,MSME_170699942
12,2024,4362316.46,583,7482.53,2855015.24,616,382,1.27,MSME_170699942
01,2025,4203597.06,378,11120.63,2950228.87,353,135,0.95,MSME_170699942
02,2025,4039283.33,1045,3865.34,2068295.43,883,362,1.8,MSME_170699942
03,2025,3463965.99,630,5498.36,1999235.84,749,279,2.58,MSME_170699942
04,2025,4639018.62,381,12175.9,2597582.65,373,214,2.55,MSME_170699942
05,2025,3858950.14,304,12693.91,2780771.92,285,127,2.39,MSME_170699942
06,2025,3784546.86,286,13232.68,2043593.73,323,90,1.66,MSME_170699942
07,2025,3608961.77,402,8977.52,1931596.86,377,214,0.91,MSME_170699942
08,2025,4493013.23,1006,4466.22,3102894.1,1022,498,1.39,MSME_170699942
09,2025,4244578.95,498,8523.25,2938987.95,592,166,2.96,MSME_170699942
10,2025,4144125.43,999,4148.27,2598231.65,1103,413,2.05,MSME_170699942
11,2025,3781114.17,1180,3204.33,2499554.7,1171,702,2.46,MSME_170699942
